Date Time,Temp,WindSpeed,WindDirec,Rain,Pressure,Luminosity,Humidity
2019-12-08 01:04:00,26.2,53,144,17.3,80688,2.7,89
2019-12-02 11:09:00,21.7,66,106,17.5,102918,1.1,83
2019-12-09 15:31:00,28,42,49,8,80187,4.4,95
2019-12-04 12:18:00,29.5,63,221,3.8,97455,3.8,79
2019-12-02 22:05:00,23.2,19,304,1.4,115467,3.6,60
2019-12-02 04:44:00,25.9,21,149,12.3,102502,3,80
2019-11-30 18:21:00,28.9,13,127,17.7,87975,1.3,83
2019-12-11 19:08:00,28.8,27,263,6.1,85517,3.5,80
2019-12-13 15:14:00,20.9,33,349,18.9,92200,0.9,87
2019-12-05 07:24:00,28.1,45,69,9.9,88522,0.8,72
2019-12-02 22:06:00,22,22,273,4,115654,4.9,60
2019-12-11 00:56:00,25,44,97,13.8,92502,0.2,88
2019-12-12 02:56:00,24.6,55,170,6.3,83097,2.8,92
2019-12-07 23:21:00,28.6,22,60,18.6,83070,2.3,96
2019-12-01 03:37:00,21.4,44,16,16.4,85589,3.8,89
2019-12-10 23:05:00,21.8,44,25,6.5,92816,1.5,72
2019-11-30 00:44:00,29.8,56,255,1.5,96649,3.1,73
2019-12-10 17:04:00,28.2,18,11,15.4,94829,1.2,85
2019-11-30 01:43:00,29.7,46,327,19.8,96815,2.4,91
2019-12-04 10:55:00,20.7,33,93,14.7,94972,1.2,89
2019-12-06 14:16:00,29,42,23,6.1,82218,4.8,77
2019-12-08 19:13:00,23.1,60,43,10.1,85871,0.3,86
2019-12-01 23:45:00,21.8,67,217,9.9,96288,4,76
2019-12-03 22:51:00,22.2,25,210,7,104505,3.1,72
2019-12-04 17:51:00,29.9,9,129,11.2,92822,0.7,87
2019-12-13 17:34:00,22.3,27,137,12.8,94525,1.3,84
2019-12-03 10:21:00,23.7,54,291,13.9,110487,1.2,85
2019-12-10 00:40:00,21.9,36,269,10.7,88329,1.4,80
2019-12-06 21:45:00,21.5,56,220,9.4,91078,3.7,79
2019-11-30 19:13:00,19.1,35,69,17.4,86986,0.6,89
2019-12-13 04:53:00,27.5,41,230,8.4,92405,4.5,71
2019-12-10 09:05:00,22.7,58,92,19,92032,1.5,85
2019-12-03 14:15:00,29.9,26,134,6.9,113532,3.9,76
2019-12-08 05:12:00,23.7,7,137,1.3,82829,0.2,76
2019-12-13 01:39:00,24.8,15,37,9.9,85765,1.1,87
2019-12-06 13:14:00,28.2,0,152,6.5,85642,0.8,71
2019-12-05 03:44:00,28.1,47,196,18.2,92268,2.2,85
2019-12-13 01:24:00,18.6,20,266,6.6,85920,1.5,71
2019-12-01 19:57:00,24.7,56,22,13,94438,1.3,87
2019-12-11 01:09:00,21.7,27,292,8.3,92212,2.8,84
2019-11-30 10:34:00,22.6,31,190,17.6,95038,1.5,90
2019-12-09 16:35:00,23.2,45,32,10.6,85737,0.8,85
2019-12-13 20:38:00,27.8,42,292,5.8,88675,3.4,86
2019-12-06 04:14:00,20,3,121,3.9,82541,4.5,61
2019-12-10 06:06:00,20.5,50,287,15.7,92004,1.2,97
2019-12-12 00:10:00,20.5,31,69,19.2,83958,4.9,94
2019-12-05 08:04:00,20.8,33,331,12.7,87924,1.2,95
2019-12-11 16:41:00,28.4,14,218,11.9,84241,0.9,91
2019-11-29 10:44:00,28.3,4,256,9,93412,1,80
2019-11-29 22:46:00,28.4,49,290,16.1,93611,1.7,83
2019-11-30 15:49:00,29.4,21,332,3.1,93251,1.5,65
2019-12-06 02:10:00,22.8,44,210,9.5,80673,1,79
2019-12-06 08:05:00,26.4,31,91,16.8,84389,0.8,92
2019-12-12 02:22:00,21.9,29,223,16.6,82290,4.1,83
2019-12-10 00:39:00,20.9,31,328,12.1,88774,3.5,82
2019-12-03 05:23:00,29.9,47,115,13.3,114658,2.9,93
2019-12-04 01:02:00,22.5,11,338,8.4,106297,2.1,82
2019-12-05 12:26:00,30,17,253,18.4,84166,0.9,84
2019-11-30 01:22:00,27.8,50,211,18.7,99519,4.9,81
2019-12-12 05:47:00,20.8,27,170,15.9,89105,1.4,89
2019-12-05 21:58:00,25.8,46,17,1.3,82856,1.4,60
2019-12-08 22:36:00,27.7,43,54,12.4,82343,0.3,81
2019-12-08 00:34:00,25,61,182,3.2,80756,0.9,64
2019-12-07 18:20:00,28.8,44,307,3.1,83282,1.7,73
2019-12-12 11:15:00,20.6,21,98,10.4,90584,1.3,88
2019-12-03 21:23:00,20.2,65,335,17.9,103474,1.9,98
2019-11-30 16:59:00,20.3,28,214,10.3,90504,1.4,91
2019-12-10 02:13:00,25.7,35,295,19.4,85084,2,83
2019-12-12 03:22:00,20.8,52,265,4.2,84935,1.1,74
2019-12-12 12:17:00,29.2,0,39,12.1,93777,1.1,95
2019-12-10 22:51:00,20.3,46,212,10,91928,0.7,88
2019-12-01 14:00:00,29.3,48,337,6.9,98131,5,90
2019-12-02 15:34:00,22.7,44,141,10.4,109582,1.5,80
2019-12-05 15:24:00,29.3,21,323,0.4,82800,1,57
2019-12-03 16:36:00,28.3,53,92,3.7,112678,3.6,78
2019-11-30 19:43:00,23,54,336,13.6,87372,4.5,83
2019-12-11 09:22:00,29.9,8,34,7,81917,4.1,86
2019-12-08 13:47:00,20.9,69,78,13.4,83618,0.9,82
2019-12-12 08:03:00,28.7,8,206,16.4,90062,0.9,91
2019-12-01 17:25:00,28,45,142,8.9,96604,0.8,70
2019-12-06 01:02:00,23,11,71,1.3,81285,2.9,66
2019-11-30 22:26:00,25.3,28,116,5.2,85763,1.1,70
2019-12-12 22:21:00,18.9,10,173,6.6,90263,1.8,76
2019-12-07 22:59:00,26.1,25,281,16.6,83579,1.4,88
2019-12-04 17:11:00,28,13,59,14.8,93772,1.3,90
2019-12-03 20:59:00,23.9,64,304,0.6,103894,1.9,68
2019-12-11 08:59:00,28.3,16,97,3.1,80384,1.8,71
2019-12-04 23:19:00,18.5,60,48,10.8,92594,1.7,87
2019-12-11 14:30:00,28,14,106,15.3,80055,1.2,88
2019-12-03 04:07:00,23.7,5,187,3.3,117906,1.5,62
2019-12-02 08:14:00,29.4,11,118,7.4,96585,3.9,70
2019-12-01 10:58:00,29.3,52,217,6.5,92429,2.9,84
2019-12-09 02:06:00,28.3,59,269,18.9,81904,3,87
2019-12-13 09:01:00,22.2,39,165,14.5,89204,0.8,84
2019-11-30 20:00:00,28.4,69,52,11.9,83496,2.4,95
2019-12-09 02:40:00,25.7,66,204,12.9,80481,2.5,84
2019-12-05 15:00:00,28.4,64,259,5.6,83321,3.5,71
2019-11-30 17:21:00,29.6,17,144,0.5,89038,4,74
2019-12-04 18:59:00,25,23,335,16,90770,0.9,96
2019-12-11 20:46:00,27.9,8,245,13.5,84764,2.9,94
2019-12-07 20:38:00,21.5,1,138,3.9,80578,2,78
2019-12-07 19:19:00,29,69,11,8.8,83452,0.5,72
2019-11-29 16:26:00,28.5,25,145,8.7,97624,0.9,73
2019-12-10 01:58:00,23.1,46,55,17.4,84713,1.5,82
2019-12-12 05:26:00,28.7,65,138,17.9,88916,3.4,98
2019-12-07 00:14:00,20.3,36,75,12.4,83124,4.1,80
2019-12-04 05:46:00,28.7,13,327,17.7,102286,0.4,87
2019-12-11 18:33:00,29.8,20,83,5.7,85579,3,84
2019-12-12 04:53:00,19.2,18,7,18.7,87135,1.5,88
2019-12-05 18:08:00,21.4,50,156,10.3,86107,1.1,91
2019-12-09 01:26:00,20.7,32,353,16.5,82081,0.5,97
2019-11-30 13:55:00,23.6,39,74,11.6,92392,0.8,83
2019-12-04 16:36:00,29.8,63,156,4.8,94743,4.7,79
2019-12-09 08:43:00,28.9,68,44,5,85614,3.3,74
2019-12-02 13:40:00,29.3,51,81,3.1,105257,4.7,72
2019-12-12 11:44:00,28.2,12,216,13.2,93358,1.1,82
2019-11-29 15:38:00,23.3,34,47,12.9,97589,1.1,91
2019-12-11 02:52:00,29.2,58,166,6.1,88360,4.4,70
2019-12-10 15:10:00,29.3,65,327,7.1,94037,4.2,71
2019-12-08 17:30:00,21,43,176,13.3,84839,1.3,82
2019-12-06 11:04:00,29.4,59,343,2.1,80563,3.2,66
2019-11-29 10:46:00,29.9,3,220,7.2,93437,2.2,83
2019-12-05 21:34:00,21.7,33,184,2.6,83948,2.9,77
2019-12-03 14:54:00,24.6,32,78,16.1,115627,1.5,81
2019-12-05 12:10:00,20.7,44,57,15.2,85231,0.9,84
2019-11-30 13:40:00,28.9,41,174,8.3,93308,0.9,80
2019-12-13 10:02:00,24.1,41,323,15,89245,1.2,89
2019-12-12 10:02:00,21.4,65,226,14,90141,1.1,91
2019-12-02 21:24:00,27.9,11,265,10.5,112391,4,82
2019-12-08 09:07:00,28.2,61,244,5.5,83043,4.6,84
2019-12-02 03:34:00,23.2,63,13,16.9,102800,1.9,81
2019-11-30 04:53:00,28.3,37,35,10.5,93197,2.7,84
2019-12-11 05:18:00,23.7,36,62,18.3,83605,2.9,91
2019-12-10 12:49:00,28,18,28,15.4,91747,0.8,83
2019-12-06 15:09:00,29.3,24,160,2,80917,2,73
2019-12-09 15:51:00,28.7,19,152,9,81748,0.9,78
2019-12-13 17:35:00,28,18,186,12.8,94410,1.1,88
2019-12-11 18:51:00,22.8,40,242,13.1,85495,0.7,82
2019-11-29 23:00:00,24,58,212,14.9,92775,4.9,99
2019-12-03 17:15:00,21.4,36,173,10.7,107939,1.3,80
2019-12-11 22:07:00,29.2,28,170,12.1,82623,4.1,89
2019-12-04 07:22:00,29.2,21,224,3.7,98661,1.5,68
2019-12-12 19:24:00,25.4,36,342,14.8,90931,0.5,82
2019-11-30 19:35:00,21.3,53,112,15.1,87268,2,90
2019-12-07 16:33:00,28.2,49,227,9.1,87025,1.3,73
2019-12-07 02:09:00,27.4,43,171,5,82629,2.6,77
2019-12-10 14:42:00,20.7,59,113,12.5,92190,1.3,83
2019-12-01 16:48:00,28.1,50,33,6.8,95451,4.3,79
2019-11-29 18:20:00,24.7,44,248,16.6,95838,0.9,93
2019-12-05 05:23:00,22,67,129,14.5,93475,3.8,87
2019-12-06 23:22:00,26.3,48,2,1.2,85901,0.4,65
2019-12-06 18:50:00,30,22,170,6.2,88135,1.4,70
2019-12-05 10:05:00,20.5,56,125,11.6,84714,1.4,98
2019-12-13 10:40:00,23.5,51,159,15.1,88929,1.4,89
2019-12-09 02:07:00,28.4,55,241,16.5,81575,2.2,89
2019-11-29 14:27:00,28.2,26,248,5,97342,0.9,71
2019-12-11 03:33:00,21.4,64,125,19,86057,4.1,93
2019-12-10 11:06:00,28.9,12,133,13.4,94048,1,98
2019-12-11 20:28:00,25.5,38,313,17.7,86464,3.3,84
2019-11-30 02:07:00,26.2,56,88,18.8,96928,2.6,81
2019-12-11 10:11:00,28.1,4,124,2.2,81298,3.5,78
2019-12-11 22:37:00,18.8,62,29,8.2,80787,2.3,75
2019-12-10 05:18:00,20.5,61,125,12.3,89536,4.2,89
2019-12-10 12:06:00,29,12,255,16.2,94541,1.1,86
2019-12-06 11:30:00,29.4,51,289,3.1,80680,4.4,67
2019-12-08 18:59:00,20.2,55,61,11.7,84446,1.2,84
2019-11-30 17:34:00,29.2,15,312,7.5,89132,1.2,75
2019-12-01 05:13:00,18.7,28,263,5.3,90419,2.9,74
2019-12-03 05:20:00,29.4,47,158,8.7,114140,3.3,88
2019-12-05 10:49:00,28.3,36,343,2.5,82495,2.8,67
2019-11-30 04:25:00,23.9,32,91,5.3,91647,0.4,84
2019-12-11 16:18:00,29.8,8,46,2.5,83458,4.3,71
2019-11-30 14:19:00,28.6,48,112,8.6,95220,1.4,70
2019-12-03 04:32:00,22.8,0,206,5.5,116526,0.3,74
2019-12-05 05:20:00,21.1,62,1,10.1,93380,3,80
2019-12-04 21:30:00,21.4,17,251,18.6,91141,2.9,93
2019-12-10 21:58:00,27.4,48,164,18.3,89766,4.5,85
2019-12-01 06:34:00,28,17,222,12.8,86689,1.1,87
2019-12-06 06:32:00,28,33,350,9.3,84749,0.9,70
2019-12-13 18:51:00,22.7,36,235,16.9,90895,1.2,84
2019-12-04 01:27:00,19.3,37,104,11.2,106589,3.1,80
2019-12-06 19:00:00,27.6,46,153,8.2,88381,4.6,75
2019-12-09 00:16:00,20,9,3,17.6,81899,4.2,88
2019-12-13 01:44:00,22.9,16,227,15.3,85458,2.1,94
2019-12-06 19:58:00,24.5,68,154,9.1,89170,3,85
2019-12-12 16:58:00,28.2,0,138,7.4,91573,3.5,82
2019-12-06 12:37:00,29.3,58,308,8.2,84040,0.8,75
2019-11-29 08:10:00,29.2,9,2,4.4,90470,0.8,56
2019-12-11 22:00:00,29.3,42,197,9.2,82633,2.2,85
2019-12-11 16:44:00,28.4,16,295,8.1,84350,1.5,92
2019-12-02 06:44:00,24,34,82,17.4,97992,0.8,83
2019-12-06 08:26:00,20.2,21,147,14.7,84838,1,93
2019-12-12 02:28:00,21.1,30,354,14.5,81873,2.4,85
2019-12-10 03:45:00,21.2,57,3,14.1,85195,2.4,93
2019-12-03 06:49:00,29.8,7,97,9.8,112936,1.4,82
2019-12-02 01:58:00,24.8,56,89,10.2,96909,3.1,97
2019-12-11 07:28:00,28.7,16,144,13.8,86982,1.4,80
2019-12-02 15:21:00,20.4,64,247,12.8,107803,0.7,83
2019-12-12 05:15:00,22.3,58,347,13.9,88750,4.2,86
2019-12-03 16:10:00,29.4,17,319,11.9,111190,1.1,96
2019-12-11 05:23:00,23.4,26,77,15.6,84190,1.4,80
2019-12-07 05:31:00,22.4,49,96,1.5,81453,3.7,71
2019-11-29 21:15:00,28,43,102,13.5,96770,1.8,82
2019-12-04 22:54:00,22.7,26,53,2.8,93441,3.9,79
2019-12-07 12:22:00,28.4,46,97,0.1,81567,0.8,75
2019-12-05 00:36:00,19.6,16,158,7.9,96742,4.6,72
2019-12-13 20:09:00,26.2,8,236,13.7,91138,0,84
2019-11-29 09:54:00,29.1,42,67,1.5,93336,1.3,74
2019-12-06 14:34:00,23.3,42,48,10.8,80544,0.7,97
2019-12-02 11:37:00,29.8,57,125,2.5,104552,1.3,75
2019-12-08 00:19:00,27.9,68,323,5,80644,0.9,79
2019-12-02 13:07:00,29.7,58,272,7.1,104258,1.1,73
2019-12-01 16:45:00,25.2,43,181,10.5,95671,1.2,88
2019-12-08 14:37:00,28.6,48,152,7.8,80637,1.6,86
2019-12-08 19:31:00,28.3,42,42,17.2,86433,0.5,98
2019-12-09 22:31:00,27.6,59,245,9.3,85149,1.6,92
2019-12-07 20:00:00,19.5,44,83,4.9,83100,4.5,67
2019-12-03 06:36:00,28.7,16,93,14.1,110267,0.8,91
2019-12-04 10:01:00,29.6,59,277,5.9,96922,4.2,76
2019-12-06 18:20:00,28.9,37,0,2.9,88904,2.7,59
2019-12-06 17:34:00,28,11,113,13.5,88136,1.1,89
2019-12-12 04:00:00,18.5,33,293,5.6,83529,4.4,73
2019-12-13 02:39:00,28.7,31,187,1.3,85846,0.4,77
2019-12-12 03:20:00,19.8,43,113,5.4,84492,2.9,76
2019-12-04 20:18:00,22.5,3,146,18.4,92780,4.3,93
2019-12-13 19:46:00,21.9,50,179,13.6,91043,0.4,81
2019-11-30 12:40:00,28.1,41,359,1.4,95829,1.6,70
2019-11-30 08:40:00,28.1,40,285,6.7,95004,3.9,89
2019-12-05 17:39:00,28.1,53,94,5.5,83606,2.6,75
2019-12-11 19:02:00,28,32,32,2.4,86247,3.8,79
2019-12-03 08:44:00,21.7,34,178,10.6,115000,1.5,84
2019-12-02 07:45:00,29.6,8,106,11.9,96242,1.5,84
2019-12-05 22:01:00,28.4,33,259,3.3,82441,3.4,71
2019-12-13 09:34:00,28,35,45,9.9,89563,1.1,80
2019-12-07 20:08:00,19.2,18,217,4,81773,2,77
2019-12-13 07:19:00,20.8,68,345,12.1,92991,1.2,82
2019-11-29 22:36:00,27.7,26,97,11.4,95679,4.2,85
2019-11-30 22:03:00,28.9,12,337,11,84467,1.7,83
2019-12-08 09:29:00,28.7,28,231,3.1,83823,1.6,67
2019-12-12 10:38:00,28.8,32,157,8.9,91473,0.8,81
2019-12-02 16:00:00,28.7,2,222,19.1,109807,0.9,92
2019-12-04 21:51:00,21.5,55,92,3.1,90826,3.9,78
2019-12-02 01:01:00,25.9,16,266,18,93025,1.8,83
2019-12-08 07:30:00,28.6,15,172,1.9,81129,2.7,78
