Date Time,Temperature,WindSpeed,WindDirection,Rain,Pressure,Luminosity,Humidity
29/11/2019 08:46,28.3,24,269,2.75,91609,2.95,70
29/11/2019 08:47,29,21,310,2.85,91610,3.05,63
29/11/2019 08:48,30,16,172,2.88,91267,3.11,78
29/11/2019 08:49,28.5,24,229,2.83,91482,3.08,75
29/11/2019 08:50,29.7,25,326,2.73,91592,2.98,72
29/11/2019 08:51,28.6,33,330,2.83,91185,3.04,72
29/11/2019 08:52,29.1,39,64,2.94,90743,3.16,69
29/11/2019 08:53,29.5,44,204,2.98,90925,3.2,70
29/11/2019 08:54,28.9,46,220,3.02,90640,3.24,74
29/11/2019 08:55,28.7,51,7,3.04,90708,3.26,76
29/11/2019 08:56,28.5,54,132,3.08,91037,3.3,67
29/11/2019 08:57,28.5,64,284,3.08,91297,3.31,65
29/11/2019 08:58,28.4,63,40,3.06,91200,3.3,73
29/11/2019 08:59,29.8,66,128,3.08,91637,3.32,77
29/11/2019 09:00,29.3,59,25,3.1,91248,3.35,74
29/11/2019 09:01,29.4,51,335,3.17,91313,3.41,73
29/11/2019 09:02,29.3,59,126,3.18,91215,3.45,70
29/11/2019 09:03,29.1,61,3,3.13,91638,3.43,79
29/11/2019 09:04,29.1,52,315,3.12,91253,3.41,74
29/11/2019 09:05,28.1,57,340,3.17,91387,3.45,70
29/11/2019 09:06,29.5,53,249,3.25,91820,3.53,62
29/11/2019 09:07,28.5,56,314,3.28,91994,3.57,58
29/11/2019 09:08,28.7,65,328,3.32,91804,3.6,64
29/11/2019 09:09,29.5,65,122,3.29,91947,3.6,59
29/11/2019 09:10,29.4,62,340,3.3,91605,3.6,72
29/11/2019 09:11,28.4,59,254,3.25,91180,3.57,68
29/11/2019 09:12,29.6,67,52,3.22,90776,3.54,73
29/11/2019 09:13,29.6,58,185,3.19,90618,3.51,69
29/11/2019 09:14,28.5,59,115,3.19,90939,3.51,71
29/11/2019 09:15,28.2,57,339,3.17,90940,3.5,76
29/11/2019 09:16,28.4,48,328,3.14,91391,3.48,71
29/11/2019 09:17,28.8,50,317,3.17,91112,3.5,69
29/11/2019 09:18,29.8,58,172,3.2,91136,3.55,63
29/11/2019 09:19,29.8,66,63,3.2,91264,3.56,73
29/11/2019 09:20,29.3,69,105,3.22,90953,3.6,75
29/11/2019 09:21,29.9,62,33,3.26,91084,3.64,74
29/11/2019 09:22,28,59,291,3.29,90993,3.67,70
29/11/2019 09:23,29.5,59,250,3.32,91314,3.69,69
29/11/2019 09:24,28.5,61,81,3.34,91500,3.72,65
29/11/2019 09:25,28.2,57,199,3.36,91536,3.75,59
29/11/2019 09:26,29.8,59,52,3.43,91747,3.84,75
29/11/2019 09:27,28.5,59,220,3.48,92086,3.93,75
29/11/2019 09:28,30,68,154,3.47,92061,3.95,68
29/11/2019 09:29,28.4,62,338,3.48,91745,3.97,66
29/11/2019 09:30,29.8,68,160,3.44,92230,3.93,73
29/11/2019 09:31,28.3,66,198,3.46,92638,3.91,73
29/11/2019 09:32,28.3,65,341,3.49,92445,3.94,67
29/11/2019 09:33,29.2,55,33,3.49,92842,3.92,59
29/11/2019 09:34,29.7,56,181,3.54,93258,3.95,53
29/11/2019 09:35,29.5,53,354,3.56,93651,3.97,74
29/11/2019 09:36,28.2,49,245,3.57,93873,3.97,72
29/11/2019 09:37,29.2,46,147,3.58,94096,3.97,74
29/11/2019 09:38,29,55,187,3.59,94458,3.98,79
29/11/2019 09:39,28.6,52,254,3.61,94010,3.99,71
29/11/2019 09:40,29.8,61,185,3.64,93840,4.04,79
29/11/2019 09:41,29.5,69,74,3.62,93369,4.03,75
29/11/2019 09:42,29.3,62,126,3.66,93256,4.07,78
29/11/2019 09:43,28.2,58,295,3.68,93716,4.11,74
29/11/2019 09:44,28,60,221,3.65,93590,4.09,79
29/11/2019 09:45,28.4,64,106,3.65,93238,4.08,74
29/11/2019 09:46,29.1,64,156,3.69,92890,4.11,66
29/11/2019 09:47,28.1,57,64,3.7,92771,4.12,70
29/11/2019 09:48,29.3,52,33,3.67,93024,4.11,66
29/11/2019 09:49,28.3,49,137,3.69,93394,4.12,64
29/11/2019 09:50,28.6,53,285,3.66,93547,4.1,55
29/11/2019 09:51,28.4,46,329,3.66,93456,4.09,54
29/11/2019 09:52,28.2,44,276,3.64,93936,4.07,62
29/11/2019 09:53,29.6,35,162,3.7,93577,4.12,68
29/11/2019 09:54,29.1,42,67,3.69,93336,4.14,74
29/11/2019 09:55,29.7,43,67,3.68,93684,4.14,79
29/11/2019 09:56,28.1,37,248,3.67,93782,4.13,75
29/11/2019 09:57,28.2,27,262,3.68,93662,4.13,78
29/11/2019 09:58,29.7,34,121,3.7,93287,4.16,71
29/11/2019 09:59,28.1,26,347,3.72,93527,4.17,67
29/11/2019 10:00,28.6,23,44,3.73,93846,4.2,61
29/11/2019 10:01,29,24,90,3.73,94208,4.2,76
29/11/2019 10:02,29.3,14,46,3.7,94146,4.17,77
29/11/2019 10:03,28.5,4,23,3.73,93721,4.17,70
29/11/2019 10:04,29.2,5,20,3.79,93341,4.24,65
29/11/2019 10:05,29.1,8,170,3.78,92950,4.25,78
29/11/2019 10:06,29.9,6,53,3.76,92938,4.24,68
29/11/2019 10:07,29.1,2,117,3.74,92521,4.22,74
29/11/2019 10:08,28.9,5,264,3.75,92747,4.21,73
29/11/2019 10:09,29.5,15,234,3.78,92903,4.24,71
29/11/2019 10:10,29,12,92,3.78,93342,4.23,72
29/11/2019 10:11,28.9,7,12,3.81,92881,4.24,71
29/11/2019 10:12,29.4,4,220,3.8,93183,4.23,63
29/11/2019 10:13,29.5,3,48,3.8,93258,4.21,69
29/11/2019 10:14,28.3,11,264,3.84,93319,4.24,67
29/11/2019 10:15,28.6,10,166,3.85,93190,4.27,57
29/11/2019 10:16,29.4,15,307,3.83,93031,4.26,76
29/11/2019 10:17,29,10,349,3.82,93445,4.24,68
29/11/2019 10:18,28.2,9,167,3.84,93523,4.25,79
29/11/2019 10:19,28.5,0,167,3.88,93820,4.29,79
29/11/2019 10:20,29.7,0,348,3.93,93817,4.34,86
29/11/2019 10:21,28.1,3,168,3.95,94033,4.37,94
29/11/2019 10:22,29.8,4,254,3.98,94118,4.4,70
29/11/2019 10:23,28.3,13,270,3.97,94111,4.4,74
29/11/2019 10:24,29.6,8,96,3.99,93916,4.43,64
29/11/2019 10:25,29.2,12,235,4.02,93910,4.48,61
29/11/2019 10:26,28,3,188,3.96,94190,4.44,58
29/11/2019 10:27,29.4,11,187,3.95,94420,4.38,69
29/11/2019 10:28,29.9,8,279,3.99,94269,4.37,59
29/11/2019 10:29,28.4,7,251,4.01,94713,4.37,54
29/11/2019 10:30,28.4,0,155,4.09,94304,4.43,62
29/11/2019 10:31,29.2,1,262,4.07,93854,4.43,68
29/11/2019 10:32,29.8,9,251,4.02,93478,4.34,75
29/11/2019 10:33,28.8,16,219,4.06,93342,4.36,76
29/11/2019 10:34,28.4,10,247,4.04,93230,4.34,78
29/11/2019 10:35,29.7,9,100,4.05,92739,4.32,87
29/11/2019 10:36,28.3,4,353,4.06,92601,4.32,83
29/11/2019 10:37,29,9,229,4.11,92690,4.35,89
29/11/2019 10:38,29.4,1,247,4.15,93001,4.39,88
29/11/2019 10:39,28.1,0,336,4.15,93025,4.39,73
29/11/2019 10:40,28.1,1,160,4.17,93247,4.41,81
29/11/2019 10:41,28.9,5,315,4.16,93093,4.4,86
29/11/2019 10:42,29.4,0,70,4.17,93417,4.4,85
29/11/2019 10:43,28.2,2,252,4.2,93176,4.43,75
29/11/2019 10:44,28.3,4,256,4.21,93412,4.45,80
29/11/2019 10:45,28.8,3,256,4.2,93657,4.44,74
29/11/2019 10:46,29.9,3,220,4.22,93437,4.45,83
29/11/2019 10:47,30,6,330,4.2,93922,4.45,70
29/11/2019 10:48,29.2,3,243,4.2,94327,4.44,80
29/11/2019 10:49,28.3,5,276,4.2,93960,4.43,82
29/11/2019 10:50,30,10,42,4.18,93859,4.41,83
29/11/2019 10:51,28.3,3,36,4.16,93981,4.39,85
29/11/2019 10:52,28.2,12,129,4.16,93821,4.37,84
29/11/2019 10:53,28.5,8,4,4.17,94125,4.38,81
29/11/2019 10:54,29.6,1,218,4.19,93736,4.39,75
29/11/2019 10:55,29.6,2,43,4.23,93874,4.43,78
29/11/2019 10:56,28.2,0,353,4.19,93616,4.4,73
29/11/2019 10:57,29.1,3,254,4.14,94098,4.34,79
29/11/2019 10:58,29.4,8,84,4.14,94415,4.33,86
29/11/2019 10:59,28,16,338,4.14,94611,4.33,78
29/11/2019 11:00,28.3,17,220,4.11,95057,4.29,87
29/11/2019 11:01,28.3,14,293,4.08,94775,4.25,78
29/11/2019 11:02,29.8,14,348,4.05,94343,4.22,79
29/11/2019 11:03,28.7,20,231,4.06,94670,4.22,76
29/11/2019 11:04,29.5,15,56,4.06,94295,4.23,74
29/11/2019 11:05,28.8,20,135,4.13,94511,4.28,71
29/11/2019 11:06,29.7,27,343,4.17,94217,4.33,73
29/11/2019 11:07,29,27,41,4.16,93781,4.32,78
29/11/2019 11:08,29.6,27,178,4.15,93377,4.31,72
29/11/2019 11:09,29.7,24,112,4.23,93101,4.39,69
29/11/2019 11:10,28.6,31,134,4.24,93034,4.41,63
29/11/2019 11:11,29.6,32,42,4.26,92858,4.43,73
29/11/2019 11:12,29.3,38,109,4.28,93329,4.46,65
29/11/2019 11:13,29.3,29,342,4.3,93791,4.48,75
29/11/2019 11:14,28.9,34,167,4.25,93505,4.45,73
29/11/2019 11:15,28.1,28,25,4.25,93373,4.44,73
29/11/2019 11:16,29.1,25,237,4.22,93584,4.42,69
29/11/2019 11:17,29.6,30,135,4.21,93707,4.42,60
29/11/2019 11:18,29.2,34,204,4.22,93502,4.43,57
29/11/2019 11:19,28.7,29,81,4.19,94001,4.39,60
29/11/2019 11:20,29.2,21,247,4.2,94342,4.41,70
29/11/2019 11:21,29.2,22,186,4.2,94598,4.43,79
29/11/2019 11:22,29.3,16,209,4.19,95090,4.41,72
29/11/2019 11:23,28.8,23,137,4.21,94739,4.43,80
29/11/2019 11:24,28.6,19,164,4.2,95085,4.44,71
29/11/2019 11:25,29.9,13,243,4.22,95408,4.46,71
29/11/2019 11:26,28.6,20,287,4.23,95640,4.48,71
29/11/2019 11:27,29.3,16,207,4.22,95342,4.49,66
29/11/2019 11:28,28.5,15,358,4.24,95800,4.52,73
29/11/2019 11:29,29.9,16,332,4.26,96238,4.56,79
29/11/2019 11:30,29.5,22,3,4.27,95852,4.57,71
29/11/2019 11:31,29.5,14,243,4.25,96277,4.57,71
29/11/2019 11:32,29.8,18,220,4.23,95934,4.57,80
29/11/2019 11:33,28.1,14,162,4.22,96170,4.56,71
29/11/2019 11:34,29.5,13,320,4.21,95720,4.55,65
29/11/2019 11:35,28.5,10,335,4.23,95672,4.56,63
29/11/2019 11:36,29.8,6,323,4.24,96051,4.57,66
29/11/2019 11:37,28.3,16,251,4.25,96515,4.59,62
29/11/2019 11:38,28.2,19,349,4.29,96762,4.63,57
29/11/2019 11:39,29.4,22,0,4.32,96475,4.67,57
29/11/2019 11:40,29.4,32,166,4.34,95986,4.72,55
29/11/2019 11:41,28.9,35,257,4.37,95732,4.76,74
29/11/2019 11:42,29.1,38,5,4.4,95759,4.82,68
29/11/2019 11:43,28.5,38,23,4.39,95541,4.83,77
29/11/2019 11:44,28.7,40,25,4.43,95339,4.89,73
29/11/2019 11:45,29.8,44,274,4.38,94904,4.85,71
29/11/2019 11:46,29.5,39,167,4.41,95038,4.87,76
29/11/2019 11:47,29.2,41,6,4.43,94985,4.93,74
29/11/2019 11:48,28.4,48,31,4.42,94807,4.96,70
29/11/2019 11:49,29.9,52,287,4.41,94638,4.97,72
29/11/2019 11:50,29.4,60,181,4.46,94466,5.03,74
29/11/2019 11:51,28,64,256,4.47,94276,5.07,81
29/11/2019 11:52,29.5,66,15,4.44,94533,5.07,76
29/11/2019 11:53,28.6,59,23,4.47,94916,5.08,74
29/11/2019 11:54,29.1,53,195,4.52,95096,5.17,66
29/11/2019 11:55,28.2,60,236,4.5,94647,5.19,74
29/11/2019 11:56,29.2,58,304,4.43,94635,5.11,79
29/11/2019 11:57,28.8,66,136,4.45,94210,5.06,82
29/11/2019 11:58,29,61,111,4.46,94252,5.03,81
29/11/2019 11:59,29.8,54,134,4.51,94644,5.07,85
29/11/2019 12:00,28.1,49,218,4.59,94875,5.22,78
29/11/2019 12:01,29.5,57,147,4.52,95373,5.19,69
29/11/2019 12:02,28.1,58,142,4.56,95106,5.2,76
29/11/2019 12:03,29.5,59,24,4.54,94675,5.22,81
29/11/2019 12:04,28.8,65,26,4.5,94245,5.15,73
29/11/2019 12:05,29.6,68,175,4.53,93866,5.11,81
29/11/2019 12:06,29.4,60,333,4.54,93877,5.09,74
29/11/2019 12:07,28.9,65,347,4.53,94320,5.06,68
29/11/2019 12:08,29.4,57,213,4.5,94669,5.03,67
29/11/2019 12:09,29.3,62,16,4.46,95169,4.98,60
29/11/2019 12:10,28.5,62,49,4.45,94995,4.96,71
29/11/2019 12:11,28.6,57,13,4.43,94624,4.95,66
29/11/2019 12:12,29.5,48,1,4.38,94179,4.95,78
29/11/2019 12:13,28.4,58,49,4.37,94012,4.95,79
29/11/2019 12:14,29.5,54,315,4.39,94408,4.95,79
29/11/2019 12:15,28,59,204,4.39,94667,4.94,78
29/11/2019 12:16,28.9,55,81,4.39,94419,4.91,77
29/11/2019 12:17,30,52,293,4.41,94913,4.91,78
29/11/2019 12:18,28.4,57,213,4.43,94890,4.91,74
29/11/2019 12:19,29.3,48,67,4.44,95047,4.88,79
29/11/2019 12:20,29.4,38,59,4.47,95406,4.88,73
29/11/2019 12:21,28.1,30,189,4.49,95594,4.87,76
29/11/2019 12:22,28.5,24,44,4.46,95251,4.83,73
29/11/2019 12:23,28.7,25,276,4.43,95692,4.82,77
29/11/2019 12:24,28.8,25,164,4.4,95503,4.81,77
29/11/2019 12:25,28.1,25,342,4.35,95712,4.79,76
29/11/2019 12:26,28.9,25,165,4.33,96047,4.79,86
29/11/2019 12:27,29.6,17,229,4.32,96135,4.77,71
29/11/2019 12:28,29.8,14,285,4.35,96036,4.76,81
29/11/2019 12:29,30,18,353,4.37,96237,4.76,87
29/11/2019 12:30,28.6,19,341,4.38,96111,4.76,88
29/11/2019 12:31,28.2,28,114,4.4,96362,4.76,85
29/11/2019 12:32,29.1,27,325,4.43,96092,4.78,89
29/11/2019 12:33,28.7,20,285,4.43,96198,4.79,79
29/11/2019 12:34,30,29,227,4.43,96430,4.79,71
29/11/2019 12:35,28.9,33,336,4.39,95946,4.76,72
29/11/2019 12:36,28.8,27,9,4.39,96356,4.76,72
29/11/2019 12:37,28.8,29,37,4.38,96726,4.76,81
29/11/2019 12:38,24,24,67,4.36,96840,4.74,82
29/11/2019 12:39,28,19,55,4.33,96838,4.72,87
29/11/2019 12:40,28.7,21,109,4.31,96594,4.71,92
29/11/2019 12:41,29.4,21,1,4.29,96717,4.71,96
29/11/2019 12:42,25.3,25,217,4.2,97176,4.66,96
29/11/2019 12:43,25.5,27,158,4.13,97201,4.61,97
29/11/2019 12:44,23,31,330,4.06,96997,4.56,92
29/11/2019 12:45,28,39,270,4.02,97458,4.53,77
29/11/2019 12:46,29.2,34,315,3.98,97208,4.52,71
29/11/2019 12:47,29,32,348,3.96,97494,4.47,80
29/11/2019 12:48,28.4,27,238,3.92,97506,4.42,82
29/11/2019 12:49,28,18,36,3.95,97493,4.44,90
29/11/2019 12:50,28.3,19,72,3.95,97307,4.42,92
29/11/2019 12:51,29.3,11,175,3.95,96935,4.41,93
29/11/2019 12:52,28.6,12,201,3.92,96678,4.39,91
29/11/2019 12:53,26.7,22,312,3.9,96306,4.36,92
29/11/2019 12:54,28.1,19,239,3.9,96747,4.35,85
29/11/2019 12:55,26.3,22,312,3.9,96965,4.35,80
29/11/2019 12:56,28.2,13,164,3.88,97147,4.34,80
29/11/2019 12:57,25.6,20,117,3.86,97370,4.3,90
29/11/2019 12:58,28,15,30,3.84,97104,4.24,85
29/11/2019 12:59,29.1,18,349,3.75,96674,4.14,93
29/11/2019 13:00,28.7,16,283,3.69,96546,4.06,82
29/11/2019 13:01,29,18,90,3.71,96207,4.05,92
29/11/2019 13:02,28.7,14,214,3.75,95895,4.07,98
29/11/2019 13:03,28.4,13,308,3.78,95790,4.12,88
29/11/2019 13:04,28.7,10,207,3.71,95344,4.08,90
29/11/2019 13:05,29.8,12,73,3.62,95616,4,95
29/11/2019 13:06,29.7,3,264,3.63,95690,3.99,90
29/11/2019 13:07,28.5,3,75,3.59,96117,3.93,90
29/11/2019 13:08,29.2,10,117,3.55,95714,3.87,92
29/11/2019 13:09,28.1,3,280,3.53,95603,3.83,93
29/11/2019 13:10,29.4,8,17,3.49,95760,3.78,80
29/11/2019 13:11,29.9,3,44,3.46,95568,3.74,81
29/11/2019 13:12,29,7,322,3.51,95731,3.78,91
29/11/2019 13:13,28.8,8,121,3.6,96099,3.86,83
29/11/2019 13:14,28.5,15,330,3.6,96439,3.89,87
29/11/2019 13:15,29.8,10,84,3.54,96675,3.86,83
29/11/2019 13:16,28.2,5,121,3.48,96229,3.79,85
29/11/2019 13:17,29,5,256,3.46,95733,3.76,89
29/11/2019 13:18,29.7,3,2,3.48,95940,3.76,93
29/11/2019 13:19,29.4,2,143,3.51,95882,3.8,95
29/11/2019 13:20,28.6,2,229,3.48,95920,3.78,88
29/11/2019 13:21,29.4,0,75,3.51,95996,3.83,87
29/11/2019 13:22,29.6,6,290,3.49,95920,3.85,86
29/11/2019 13:23,29.6,14,302,3.47,95533,3.82,82
29/11/2019 13:24,29.2,13,238,3.47,95254,3.81,80
29/11/2019 13:25,29,13,14,3.42,95609,3.75,85
29/11/2019 13:26,29.9,5,330,3.39,95904,3.71,92
29/11/2019 13:27,29.5,7,315,3.31,95610,3.6,81
29/11/2019 13:28,29.2,16,318,3.28,95392,3.56,81
29/11/2019 13:29,23.4,20,45,3.24,95037,3.51,85
29/11/2019 13:30,21.1,27,84,3.21,95207,3.46,88
29/11/2019 13:31,28,19,13,3.15,95274,3.39,97
29/11/2019 13:32,29.9,18,119,3.13,94871,3.35,99
29/11/2019 13:33,29.8,13,19,3.07,95329,3.29,90
29/11/2019 13:34,29.4,8,278,3.1,95536,3.3,82
29/11/2019 13:35,29,14,151,3.1,95549,3.36,86
29/11/2019 13:36,28.9,9,353,3.05,95552,3.37,81
29/11/2019 13:37,29.3,8,188,3,95130,3.35,84
29/11/2019 13:38,28.1,13,299,2.97,95437,3.31,90
29/11/2019 13:39,29.8,18,289,2.87,95433,3.21,91
29/11/2019 13:40,24.8,24,10,2.88,95491,3.18,96
29/11/2019 13:41,28,22,203,2.91,95277,3.18,72
29/11/2019 13:42,29.6,20,93,2.91,95558,3.18,80
29/11/2019 13:43,24.2,28,35,2.84,95661,3.12,83
29/11/2019 13:44,23.3,34,230,2.76,95986,3.04,89
29/11/2019 13:45,20.7,27,92,2.75,96054,3.02,81
29/11/2019 13:46,21.1,26,333,2.71,95630,2.98,80
29/11/2019 13:47,20.2,24,64,2.63,95686,2.89,88
29/11/2019 13:48,20.5,23,229,2.64,95461,2.89,87
29/11/2019 13:49,21.9,21,167,2.68,95546,2.92,94
29/11/2019 13:50,28,17,6,2.75,95615,2.99,90
29/11/2019 13:51,29.3,11,86,2.7,95573,2.98,80
29/11/2019 13:52,29.6,13,341,2.55,95553,2.85,82
29/11/2019 13:53,29.3,21,242,2.59,95761,2.87,91
29/11/2019 13:54,28.2,12,194,2.73,95863,3.01,88
29/11/2019 13:55,27.1,21,62,2.74,95744,3.13,83
29/11/2019 13:56,28.5,18,27,2.72,96038,3.21,90
29/11/2019 13:57,29.5,18,199,2.67,95799,3.2,74
29/11/2019 13:58,28.6,21,155,2.7,95920,3.19,72
29/11/2019 13:59,29.8,29,198,2.74,96301,3.22,70
29/11/2019 14:00,28.3,25,239,2.73,96531,3.21,75
29/11/2019 14:01,29.4,23,177,2.79,96656,3.23,69
29/11/2019 14:02,28.5,14,297,2.85,96970,3.3,77
29/11/2019 14:03,28.9,18,9,2.89,97335,3.37,77
29/11/2019 14:04,29.4,28,349,2.94,97512,3.47,75
29/11/2019 14:05,29.9,35,292,2.95,97619,3.53,74
29/11/2019 14:06,28.3,42,159,3.03,97431,3.64,64
29/11/2019 14:07,28.3,51,5,3.06,97531,3.73,63
29/11/2019 14:08,28.6,48,173,3.11,97648,3.8,77
29/11/2019 14:09,28.8,49,304,3.16,98081,3.91,79
29/11/2019 14:10,28,59,268,3.19,98063,3.96,71
29/11/2019 14:11,30,68,264,3.31,98042,4.16,79
29/11/2019 14:12,28.8,62,344,3.39,97834,4.42,87
29/11/2019 14:13,28.9,58,213,3.44,98240,4.62,73
29/11/2019 14:14,28.8,51,109,3.46,98655,4.79,76
29/11/2019 14:15,28.4,50,205,3.5,99117,4.96,76
29/11/2019 14:16,28.4,45,40,3.53,99396,5.18,69
29/11/2019 14:17,29.7,44,358,3.46,99071,5.13,74
29/11/2019 14:18,28.5,35,332,3.49,99246,5.23,72
29/11/2019 14:19,28.1,38,347,3.49,99064,5.41,69
29/11/2019 14:20,28.5,31,220,3.52,98716,5.5,68
29/11/2019 14:21,29.1,24,122,3.43,98391,5.21,68
29/11/2019 14:22,28.2,18,123,3.36,98221,4.99,72
29/11/2019 14:23,29.2,18,300,3.38,97813,5.16,69
29/11/2019 14:24,28.9,25,143,3,97644,5.41,69
29/11/2019 14:25,28.8,15,211,3.02,97278,5.46,74
29/11/2019 14:26,28.1,25,315,3,96977,5.72,71
29/11/2019 14:27,28.2,26,248,2.9,97342,5.75,71
29/11/2019 14:28,28.6,32,116,2.76,97749,5.52,73
29/11/2019 14:29,28.2,23,307,2.7,97843,5.31,81
29/11/2019 14:30,29.5,29,12,2.72,97521,5.16,83
29/11/2019 14:31,27.3,35,123,2.67,97585,5.18,84
29/11/2019 14:32,25.7,42,289,2.53,97147,5.15,92
29/11/2019 14:33,28,47,158,2.41,96834,4.97,70
29/11/2019 14:34,28.9,42,44,2.37,96651,4.66,70
29/11/2019 14:35,29.6,49,83,2.32,96832,4.55,79
29/11/2019 14:36,29.8,51,214,2.3,96698,4.48,78
29/11/2019 14:37,27.1,51,76,2.29,97072,4.42,85
29/11/2019 14:38,26,47,17,2.3,96750,4.36,84
29/11/2019 14:39,25.2,53,24,2.33,97204,4.31,94
29/11/2019 14:40,21.2,58,356,2.36,97148,4.33,99
29/11/2019 14:41,22.6,64,82,2.4,96733,4.34,94
29/11/2019 14:42,24.1,56,299,2.45,97057,4.43,85
29/11/2019 14:43,21.1,60,180,2.5,97021,4.48,88
29/11/2019 14:44,23.1,67,208,2.53,96695,4.48,90
29/11/2019 14:45,21.3,65,302,2.55,96317,4.51,96
29/11/2019 14:46,20.8,58,11,2.57,96802,4.54,84
29/11/2019 14:47,20.4,65,72,2.6,97167,4.57,90
29/11/2019 14:48,20.3,67,112,2.63,96849,4.57,92
29/11/2019 14:49,21,61,210,2.67,97180,4.57,96
29/11/2019 14:50,21.7,66,13,2.71,97454,4.59,92
29/11/2019 14:51,23.4,61,228,2.75,97188,4.62,98
29/11/2019 14:52,20.5,64,315,2.76,96690,4.62,81
29/11/2019 14:53,22.3,56,129,2.78,97136,4.56,84
29/11/2019 14:54,21,64,97,2.86,97579,4.57,93
29/11/2019 14:55,20.6,66,167,2.93,97322,4.63,98
29/11/2019 14:56,22.4,58,171,2.96,97156,4.61,98
29/11/2019 14:57,23.3,50,167,2.97,97190,4.6,80
29/11/2019 14:58,21.6,50,208,2.99,97109,4.58,86
29/11/2019 14:59,23.2,59,124,3.1,97176,4.65,88
29/11/2019 15:00,23.1,58,301,3.17,97059,4.78,93
29/11/2019 15:01,24.4,59,74,3.19,97419,4.77,94
29/11/2019 15:02,22.5,61,201,3.21,97340,4.81,89
29/11/2019 15:03,23.1,66,148,3.23,96930,4.84,85
29/11/2019 15:04,21.5,57,234,3.26,96642,4.87,81
29/11/2019 15:05,20.5,62,280,3.29,96562,4.92,89
29/11/2019 15:06,20.3,58,103,3.32,96233,4.97,95
29/11/2019 15:07,20.8,49,226,3.34,95853,4.98,80
29/11/2019 15:08,21.4,43,346,3.36,95926,4.98,89
29/11/2019 15:09,21.8,41,51,3.39,95663,4.98,91
29/11/2019 15:10,23,43,303,3.43,95829,5,98
29/11/2019 15:11,24.3,46,185,3.46,96241,5.02,85
29/11/2019 15:12,23.7,48,290,3.48,96325,5.01,94
29/11/2019 15:13,20.9,57,239,3.52,96198,5.01,82
29/11/2019 15:14,22.7,65,24,3.59,96351,5.03,90
29/11/2019 15:15,20.1,56,253,3.62,96747,5.05,86
29/11/2019 15:16,21.3,47,36,3.65,96271,5.09,88
29/11/2019 15:17,23.3,53,53,3.69,96139,5.15,93
29/11/2019 15:18,23.5,59,183,3.75,96003,5.23,87
29/11/2019 15:19,22.1,68,351,3.78,95994,5.28,80
29/11/2019 15:20,20.1,63,22,3.79,96409,5.31,82
29/11/2019 15:21,21.8,61,326,3.81,96596,5.31,87
29/11/2019 15:22,22.1,68,321,3.84,96219,5.34,93
29/11/2019 15:23,21.7,65,104,3.9,96699,5.39,88
29/11/2019 15:24,22.9,69,190,3.95,96584,5.43,83
29/11/2019 15:25,20.8,64,120,4.01,96452,5.45,92
29/11/2019 15:26,21.2,59,141,4.05,96290,5.49,84
29/11/2019 15:27,22.1,53,202,4.05,96601,5.5,94
